index,query,priority,intensity
917,I have to go grocery shopping,1,2
594,"I have to crucial go shopping at multiple stores, it will be fast",1,4
570,"I have to necessary charge my laptop, it will be time-intensive",0,2
751,"I plan to start planning a vacation for some rest and rejuvenation, researching destinations and making bookings",2,2
401,"I plan to attend a scheduled doctor's appointment for a regular health check-up, cannot be postponed",1,1
627,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
832,I have to study for the MCAT,1,1
570,I have to hard study for the social studies exam,2,5
564,I plan to watch a new or favorite movie to relax and unwind after a long day,3,2
321,"I need to organize activities to enhance team cohesion and morale, important for maintaining a positive work environment",3,2
217,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
887,I need to conduct light cleaning tasks to maintain a pleasant and productive office space,3,1
858,I have to today study for the civil engineering exam,0,6
142,"I plan to organize a casual get-together with friends for games, conversation, and fun",2,3
35,I have to take the easy MCAT exam,2,1
488,I need to conduct light cleaning tasks to maintain a pleasant and productive office space,3,1
390,I need to take on extra shifts or extend work hours to meet project deadlines or cover for absent colleagues,1,5
387,I have to meal prep for the week,3,1
498,I have to hard study for the history exam,2,5
418,"I have to primarily go shopping at multiple stores, it will be learn",2,4
626,"I need to reach out to team members for updates, collaboration, or to provide support on ongoing tasks",2,2
552,I have to take the sometime this week chemistry exam,2,4
337,I have to wash the dishes,2,1
395,"I have to trim nails carefully to prevent overgrowth and potential health issues, can wait until the weekend",3,1
378,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
640,"I have to by today meal prep for my week, it will be exhausting",0,4
647,"I have to conduct regular training to teach new tricks and reinforce good behavior, a rewarding challenge",2,4
909,"I need to prepare for and attend a meeting with the boss to discuss performance, goals, and feedback",1,2
51,I have to take the urgent SAT exam,1,2
262,"I plan to start planning a vacation for some rest and rejuvenation, researching destinations and making bookings",2,2
52,"I plan to give back by volunteering at a local charity or community event, a rewarding way to spend time",2,3
866,"I have to brush fur to reduce shedding and matting, a relaxing activity for both pet and owner",3,1
121,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
56,I have to take the thorough MCAT exam,1,3
257,I have to take the intensive MCAT exam,1,3
410,"I have to give a thorough bath with pet-friendly shampoo, not urgent but should be done when possible",3,1
202,I have to important study for the liberal arts exam,2,4
493,"I plan to dedicate quality time to being with family, sharing meals, conversations, and activities",2,3
565,I have to prepare for the job interview,2,2
972,I have to take the thorough GMAT exam,1,3
704,I need to sort and organize digital or physical files to keep the workspace tidy and efficient,3,2
191,I need to take on extra shifts or extend work hours to meet project deadlines or cover for absent colleagues,1,5
835,"I plan to attend a scheduled doctor's appointment for a regular health check-up, cannot be postponed",1,1
995,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
254,I plan to have a session with my counselor to talk through any challenges and for personal growth,1,1
197,I have to sometime this week study for the civil engineering exam,3,6
738,"I have to quickly visit my coworker, it will be speed",2,1
913,"I have to dedicate time to bond, crucial for emotional health and to strengthen our connection",2,4
484,"I plan to hold a family meeting to discuss plans, responsibilities, and any important updates",1,1
683,I have to plan a family dinner,2,3
9,I have to watch a documentary,1,3
931,I plan to have a session with my counselor to talk through any challenges and for personal growth,1,1
820,"I need to reach out to team members for updates, collaboration, or to provide support on ongoing tasks",2,2
123,"I have to first find something to eat, it will be learn",0,2
575,"I plan to spend time meditating to clear my mind, reduce stress, and improve my mental well-being",2,1
659,"I need to visit the bank for work-related financial transactions, requiring careful planning and time management",1,2
444,I have to take the urgent LSAT exam,1,2
349,"I plan to hold a family meeting to discuss plans, responsibilities, and any important updates",1,1
862,"I plan to start planning a vacation for some rest and rejuvenation, researching destinations and making bookings",2,2
34,I need to conduct light cleaning tasks to maintain a pleasant and productive office space,3,1
840,"I have to required clean the house, it will be fastly",1,2
197,I plan to sign up for and attend a fitness class to stay active and meet new people,2,3
11,I need to conduct light cleaning tasks to maintain a pleasant and productive office space,3,1
128,"I have to when i can go shopping at multiple stores, it will be short",3,2
595,"I need to prepare and submit tax documents, a critical task with medium time commitment",1,3
447,"I have to prepare and serve fresh meals twice a day, morning and evening, to maintain a healthy diet",1,2
358,"I plan to dedicate quality time to being with family, sharing meals, conversations, and activities",2,3
675,I have to important study for the electrical engineering exam,2,7
425,I plan to have a session with my counselor to talk through any challenges and for personal growth,1,1
233,"I have to dedicate time to bond, crucial for emotional health and to strengthen our connection",2,4
715,I have to clean my room,2,1
182,"I plan to explore a new hobby or activity I've been curious about, like pottery or photography",2,3
288,"I have to conduct regular training to teach new tricks and reinforce good behavior, a rewarding challenge",2,4
68,I have to practice guitar,3,2
836,"I have to brush fur to reduce shedding and matting, a relaxing activity for both pet and owner",3,1
531,I have to meal prep for the week,2,3
675,"I have to trim nails carefully to prevent overgrowth and potential health issues, can wait until the weekend",3,1
821,"I plan to attend a scheduled doctor's appointment for a regular health check-up, cannot be postponed",1,1
408,"I need to reach out to the manager for urgent discussions, approvals, or to relay important information",1,1
941,"I plan to have fun racing go-karts with friends, a perfect way to spend the weekend",2,3
520,I plan to have a session with my counselor to talk through any challenges and for personal growth,1,1
478,"I plan to have fun racing go-karts with friends, a perfect way to spend the weekend",2,3
344,"I have to trim nails carefully to prevent overgrowth and potential health issues, can wait until the weekend",3,1
405,I plan to visit the dentist for a routine cleaning and to ensure dental health is maintained,1,1
855,"I plan to hold a family meeting to discuss plans, responsibilities, and any important updates",1,1
689,"I need to prepare for and attend a meeting with the boss to discuss performance, goals, and feedback",1,2
910,"I have to lastly go shopping at multiple stores, it will be speed",1,1
727,I have to attend online course,1,4
802,I have to write in journal,2,1
514,I have to take the soon MCAT exam,1,2
295,I have to by tomorrow study for the history exam,0,4
541,"I plan to start planning a vacation for some rest and rejuvenation, researching destinations and making bookings",2,2
575,"I have to necessary go shopping for clothes, it will be easy",2,1
884,"I need to complete necessary administrative forms, a task that takes little time but needs to be done",3,1
645,"I plan to explore a new hobby or activity I've been curious about, like pottery or photography",2,3
210,I have to take the by tomorrow economics exam,0,2
665,I have to thorough study for the chemistry exam,2,7
967,"I have to with haste charge my pad, it will be flip through",1,1
979,I need to take on extra shifts or extend work hours to meet project deadlines or cover for absent colleagues,1,5
226,"I plan to dedicate time to learning something new, like a language or instrument, for personal development",2,4
243,"I have to when i can take care of my plants, it will be thorough",3,5
43,"I need to visit the bank for work-related financial transactions, requiring careful planning and time management",1,2
217,"I have to eventually charge my laptop, it will be quick",2,1
878,I have to important study for the economics exam,2,4
734,I have to take the intensive chemistry exam,1,5
817,"I plan to have fun racing go-karts with friends, a perfect way to spend the weekend",2,3
193,"I need to reach out to the manager for urgent discussions, approvals, or to relay important information",1,1
533,"I have to quickly clean the house, it will be research",1,4
190,"I need to visit the bank for work-related financial transactions, requiring careful planning and time management",1,2
883,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
762,"I plan to organize a casual get-together with friends for games, conversation, and fun",2,3
770,"I need to compile a comprehensive report on recent project developments, requiring several hours of focus",2,4
231,"I have to finally clean the house, it will be research",3,4
359,"I need to reach out to team members for updates, collaboration, or to provide support on ongoing tasks",2,2
88,"I have to now visit my grandparents, it will be long",1,3
427,I have to paint a portrait,1,1
539,I have to paint a portrait,1,4
469,"I need to prepare for and attend a meeting with the boss to discuss performance, goals, and feedback",1,2
936,"I need to schedule and work the required part-time hours, ensuring all duties are completed within this time",2,4
262,I have to organize the closet,2,1
645,"I have to lastly cook for my family, it will be thorough",1,4
740,"I have to by today clean my room, it will be lengthy",1,3
989,"I have to necessary go to a restaurant, it will be thorough",2,2
718,I have to take the urgent GMAT exam,1,2
16,"I need to reach out to the manager for urgent discussions, approvals, or to relay important information",1,1
917,I plan to enjoy a leisurely walk in the park to clear my mind and get some fresh air,3,1
585,"I have to quickly go shopping at multiple stores, it will be time-intensive",1,4
189,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
762,I have to today study for the electrical engineering exam,0,7
961,"I have to last charge my phone, it will be easy",1,1
194,"I have to trim nails carefully to prevent overgrowth and potential health issues, can wait until the weekend",3,1
965,I have to write thank you notes,1,3
443,"I have to prepare and serve fresh meals twice a day, morning and evening, to maintain a healthy diet",1,2
186,I plan to have a session with my counselor to talk through any challenges and for personal growth,1,1
5,"I have to primarily charge my pad, it will be thorough",1,2
365,I have to do the laundry,1,1
836,I have to vacuum the living room,2,1
650,I have to finish the project report,2,1
249,"I need to get in touch with IT support to resolve technical issues affecting work, with a sense of urgency",1,2
572,I have to take the important LSAT exam,1,2
84,"I plan to spend some quiet time getting lost in a good book, either fiction or non-fiction",3,2
378,I have to take the urgent SAT exam,1,2
138,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
398,"I need to complete necessary administrative forms, a task that takes little time but needs to be done",3,1
139,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
988,"I plan to have fun racing go-karts with friends, a perfect way to spend the weekend",2,3
53,"I plan to dedicate time to learning something new, like a language or instrument, for personal development",2,4
80,"I plan to spend some quiet time getting lost in a good book, either fiction or non-fiction",3,2
801,I have to take the today LSAT exam,0,2
218,"I plan to have fun racing go-karts with friends, a perfect way to spend the weekend",2,3
435,"I have to by today go shopping for clothes, it will be thorough",2,3
610,I have to take the by tomorrow history exam,0,2
803,"I have to dedicate time to bond, crucial for emotional health and to strengthen our connection",2,4
247,"I need to compile a comprehensive report on recent project developments, requiring several hours of focus",2,4
173,"I have to soon meal prep for my week, it will be speed",0,2
890,"I need to organize activities to enhance team cohesion and morale, important for maintaining a positive work environment",3,2
133,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
892,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
561,"I need to prepare and submit tax documents, a critical task with medium time commitment",1,3
19,"I have to trim nails carefully to prevent overgrowth and potential health issues, can wait until the weekend",3,1
74,I plan to visit the dentist for a routine cleaning and to ensure dental health is maintained,1,1
596,I have to do the laundry,1,1
128,I have to urgent study for the chemistry exam,2,6
15,I have to paint a portrait,3,4
424,"I need to prepare and submit tax documents, a critical task with medium time commitment",1,3
726,"I plan to dedicate time to training and improving skills in a chosen sport, aiming for personal bests",1,4
242,"I have to prepare and serve fresh meals twice a day, morning and evening, to maintain a healthy diet",1,2
170,I plan to watch a new or favorite movie to relax and unwind after a long day,3,2
236,"I have to last go shopping at multiple stores, it will be fastly",1,1
687,"I need to schedule and work the required part-time hours, ensuring all duties are completed within this time",2,4
31,"I have to first go shopping at multiple stores, it will be hard",1,3
927,"I have to primarily meal prep for next week, it will be flip through",0,2
414,"I need to prepare for and attend a meeting with the boss to discuss performance, goals, and feedback",1,2
813,"I have to required charge my pad, it will be exhausting",1,2
822,I have to prepare for the job interview,3,3
386,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
353,I have to urgent study for the civil engineering exam,2,6
703,"I need to prepare for and attend a meeting with the boss to discuss performance, goals, and feedback",1,2
149,I have to plan a family dinner,2,2
156,"I plan to attend a scheduled doctor's appointment for a regular health check-up, cannot be postponed",1,1
814,I have to take the by tomorrow SAT exam,0,2
842,"I plan to spend time meditating to clear my mind, reduce stress, and improve my mental well-being",2,1
959,"I have to by today charge my laptop, it will be exhausting",0,2
309,"I need to reach out to team members for updates, collaboration, or to provide support on ongoing tasks",2,2
849,"I have to prepare and serve fresh meals twice a day, morning and evening, to maintain a healthy diet",1,2
378,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
162,"I plan to dedicate time to training and improving skills in a chosen sport, aiming for personal bests",1,4
578,"I plan to attend a scheduled doctor's appointment for a regular health check-up, cannot be postponed",1,1
622,"I need to prepare for and attend a meeting with the boss to discuss performance, goals, and feedback",1,2
733,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
540,I plan to binge-watch the latest season of a highly recommended series,3,2
405,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
296,"I have to brush fur to reduce shedding and matting, a relaxing activity for both pet and owner",3,1
897,I need to submit a work order for necessary repairs or maintenance in the office environment,1,2
185,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
627,I have to take the thorough communications exam,1,3
28,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
767,"I plan to start planning a vacation for some rest and rejuvenation, researching destinations and making bookings",2,2
745,"I have to trim nails carefully to prevent overgrowth and potential health issues, can wait until the weekend",3,1
625,"I have to give a thorough bath with pet-friendly shampoo, not urgent but should be done when possible",3,1
230,I have to important study for the electrical engineering exam,2,7
183,"I have to give a thorough bath with pet-friendly shampoo, not urgent but should be done when possible",3,1
518,I have to take the eventually LSAT exam,2,2
785,"I need to reach out to team members for updates, collaboration, or to provide support on ongoing tasks",2,2
885,"I have to with haste go shopping for electronics, it will be tough",2,3
805,I have to paint a portrait,2,1
464,"I have to dedicate time to bond, crucial for emotional health and to strengthen our connection",2,4
523,I have to take the soon electrical engineering exam,1,5
536,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
311,"I have to eventually go shopping at multiple stores, it will be long",1,3
628,"I plan to organize a casual get-together with friends for games, conversation, and fun",2,3
918,"I have to first visit my grandparents, it will be tough",1,3
560,I have to write in journal,1,2
161,"I plan to dedicate quality time to being with family, sharing meals, conversations, and activities",2,3
876,I have to easy study for the physics exam,3,5
266,I have to take the hard electrical engineering exam,1,6
434,"I need to prepare for and attend a meeting with the boss to discuss performance, goals, and feedback",1,2
44,I plan to binge-watch the latest season of a highly recommended series,3,2
135,I have to today study for the social studies exam,0,4
223,I need to take on extra shifts or extend work hours to meet project deadlines or cover for absent colleagues,1,5
556,"I need to compile a comprehensive report on recent project developments, requiring several hours of focus",2,4
496,"I have to required meal prep for next week, it will be speed",0,2
54,"I have to when i can charge my pad, it will be long",3,2
839,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
179,"I plan to dedicate time to training and improving skills in a chosen sport, aiming for personal bests",1,4
308,I have to take the today math exam,0,3
622,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
8,I have to organize the garage,1,1
710,"I plan to experience the thrill of skydiving, an adventure I've always wanted to try",2,4
852,"I need to ensure all project documents are up to date, reflecting the latest changes and decisions",2,3
916,"I have to primarily visit my friend, it will be research",2,3
972,I have to clean the windows,1,1
991,"I plan to hold a family meeting to discuss plans, responsibilities, and any important updates",1,1
170,"I need to compile a comprehensive report on recent project developments, requiring several hours of focus",2,4
937,"I have to urgent vet visit for annual vaccination and check-up, must be done ASAP for pet's health",1,3
187,"I have to with haste meal prep for next week, it will be speed",0,2
824,I have to take the sometime this week MCAT exam,2,2
324,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
287,I have to water the plants,1,1
659,"I have to urgent vet visit for annual vaccination and check-up, must be done ASAP for pet's health",1,3
182,I have to clean the house,1,1
438,I have to organize the closet,1,1
202,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
517,I plan to sign up for and attend a fitness class to stay active and meet new people,2,3
706,"I have to brush fur to reduce shedding and matting, a relaxing activity for both pet and owner",3,1
288,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
132,"I have to give a thorough bath with pet-friendly shampoo, not urgent but should be done when possible",3,1
838,I have to take the today art exam,0,2
457,"I have to with haste meal prep for my week, it will be easy",0,2
553,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
395,I have to practice guitar,1,1
93,I have to take the now MCAT exam,0,2
779,I have to meal prep for the week,2,4
860,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
544,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
45,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
117,I have to organize the closet,3,1
299,I plan to sign up for and attend a fitness class to stay active and meet new people,2,3
906,I have to clean the windows,3,1
873,I have to take the easy electrical engineering exam,2,4
964,"I plan to experience the thrill of skydiving, an adventure I've always wanted to try",2,4
843,"I have to trim nails carefully to prevent overgrowth and potential health issues, can wait until the weekend",3,1
11,I have to sometime this week study for the chemistry exam,3,6
551,I have to watch a documentary,2,3
102,"I plan to dedicate time to learning something new, like a language or instrument, for personal development",2,4
330,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
213,"I plan to spend some quiet time getting lost in a good book, either fiction or non-fiction",3,2
581,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
790,"I have to finally go shopping at multiple stores, it will be hard",3,4
747,"I plan to have fun racing go-karts with friends, a perfect way to spend the weekend",2,3
808,"I have to conduct regular training to teach new tricks and reinforce good behavior, a rewarding challenge",2,4
354,"I plan to dedicate time to training and improving skills in a chosen sport, aiming for personal bests",1,4
501,I have to take the thorough social studies exam,1,3
932,I need to sort and organize digital or physical files to keep the workspace tidy and efficient,3,2
751,I have to take the sometime this week electrical engineering exam,2,5
405,I need to take on extra shifts or extend work hours to meet project deadlines or cover for absent colleagues,1,5
83,"I plan to immerse myself in a video game, either trying a new one or replaying a classic",3,2
380,"I have to by today go to the gym, it will be tough",1,3
517,"I need to get in touch with IT support to resolve technical issues affecting work, with a sense of urgency",1,2
762,I have to plan the weekend getaway,3,1
513,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
925,I have to schedule dentist appointment,1,1
151,I plan to watch a new or favorite movie to relax and unwind after a long day,3,2
671,I have to attend online course,2,3
290,"I need to get in touch with IT support to resolve technical issues affecting work, with a sense of urgency",1,2
596,"I have to lastly go to the gym, it will be fast",3,1
938,"I plan to start planning a vacation for some rest and rejuvenation, researching destinations and making bookings",2,2
193,I have to mow the lawn,2,1
670,"I have to urgent vet visit for annual vaccination and check-up, must be done ASAP for pet's health",1,3
929,I have to schedule dentist appointment,3,4
977,I need to conduct light cleaning tasks to maintain a pleasant and productive office space,3,1
978,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
627,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
536,I have to vacuum the living room,2,1
961,I have to take the by tomorrow social studies exam,0,2
963,"I have to when i can go shopping at multiple stores, it will be deliberately",3,4
341,"I have to urgently meal prep for my week, it will be speed",0,2
800,I need to conduct light cleaning tasks to maintain a pleasant and productive office space,3,1
425,I have to water the plants,2,1
143,I have to take the soon communications exam,1,2
898,I have to take the today civil engineering exam,0,4
457,I have to take the now math exam,0,3
966,"I plan to immerse myself in a video game, either trying a new one or replaying a classic",3,2
658,I plan to visit the dentist for a routine cleaning and to ensure dental health is maintained,1,1
88,I have to apply for jobs,2,2
245,"I need to schedule and work the required part-time hours, ensuring all duties are completed within this time",2,4
314,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
436,I have to plan a family dinner,2,3
599,I plan to watch a new or favorite movie to relax and unwind after a long day,3,2
388,"I have to by tomorrow take care of my plants, it will be fastly",1,3
622,"I have to first clean the house, it will be short",1,2
987,I have to important study for the chemistry exam,2,6
551,"I have to necessary clean the house, it will be flip through",1,2
583,"I have to primarily go shopping at multiple stores, it will be long",1,4
258,"I have to dedicate time to bond, crucial for emotional health and to strengthen our connection",2,4
538,"I have to crucial clean my room, it will be fastly",1,1
772,"I have to conduct regular training to teach new tricks and reinforce good behavior, a rewarding challenge",2,4
135,I have to plan a family dinner,3,3
125,I plan to binge-watch the latest season of a highly recommended series,3,2
228,I have to wash the dishes,1,1
780,I have to finish the project report,1,4
698,I have to take the urgent GMAT exam,1,2
900,"I have to prepare and serve fresh meals twice a day, morning and evening, to maintain a healthy diet",1,2
887,I have to hard study for the electrical engineering exam,2,8
127,"I plan to organize a casual get-together with friends for games, conversation, and fun",2,3
455,I have to by tomorrow study for the liberal arts exam,0,4
39,I plan to have a session with my counselor to talk through any challenges and for personal growth,1,1
78,"I have to quickly visit my friend, it will be hard",2,3
198,"I plan to attend a scheduled doctor's appointment for a regular health check-up, cannot be postponed",1,1
163,"I have to dedicate time to bond, crucial for emotional health and to strengthen our connection",2,4
792,I have to organize the garage,3,1
764,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
432,"I plan to hold a family meeting to discuss plans, responsibilities, and any important updates",1,1
664,"I plan to experience the thrill of skydiving, an adventure I've always wanted to try",2,4
425,I have to take the now code exam,0,4
356,I have to water the plants,2,1
558,"I have to primarily go shopping for a fridge, it will be research",2,4
945,"I plan to have fun racing go-karts with friends, a perfect way to spend the weekend",2,3
468,I have to take the hard MCAT exam,1,3
267,I have to take the important LSAT exam,1,2
854,"I have to now go shopping for electronics, it will be research",2,3
204,I plan to sign up for and attend a fitness class to stay active and meet new people,2,3
47,"I have to conduct regular training to teach new tricks and reinforce good behavior, a rewarding challenge",2,4
69,"I have to by tomorrow go to a restaurant, it will be slowly",2,2
469,I have to take the thorough chemistry exam,1,5
317,"I plan to go hiking to explore nature, get exercise, and enjoy some peaceful time outdoors",2,3
730,"I plan to dedicate time to learning something new, like a language or instrument, for personal development",2,4
587,I have to take the easy MCAT exam,2,1
770,I have to vacuum the living room,1,1
99,"I have to quickly meal prep for my week, it will be tough",0,4
366,"I have to lastly go shopping at multiple stores, it will be short",3,3
203,I need to conduct light cleaning tasks to maintain a pleasant and productive office space,3,1
842,I need to take on extra shifts or extend work hours to meet project deadlines or cover for absent colleagues,1,5
787,"I have to lastly clean my room, it will be learn",3,3
387,"I plan to dedicate time to training and improving skills in a chosen sport, aiming for personal bests",1,4
971,"I have to lastly go shopping for a toaster, it will be hard",3,4
838,"I plan to play a sport for enjoyment and fitness, like volleyball, with friends or a local club",2,3
794,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
489,"I plan to experience the thrill of skydiving, an adventure I've always wanted to try",2,4
454,"I have to urgently go to a restaurant, it will be swiftly",2,1
359,I have to take the sometime this week economics exam,2,2
828,I have to by tomorrow study for the math exam,0,5
350,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
621,I have to take the hard communications exam,1,3
239,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
912,I have to write thank you notes,3,4
412,I have to take the by tomorrow SAT exam,0,2
182,"I have to easy find something to eat, it will be long",1,2
207,"I have to primarily charge my phone, it will be learn",0,2
844,I have to eventually study for the math exam,3,5
97,"I plan to start planning a vacation for some rest and rejuvenation, researching destinations and making bookings",2,2
783,"I plan to hold a family meeting to discuss plans, responsibilities, and any important updates",1,1
682,I have to take the now SAT exam,0,2
303,"I have to finally go to a restaurant, it will be easy",3,1
453,"I plan to experience the thrill of skydiving, an adventure I've always wanted to try",2,4
1,"I have to by tomorrow garden my plants, it will be hard",1,4
154,I have to watch a documentary,1,4
743,"I plan to spend time meditating to clear my mind, reduce stress, and improve my mental well-being",2,1
263,"I plan to have fun racing go-karts with friends, a perfect way to spend the weekend",2,3
3,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
913,I need to take on extra shifts or extend work hours to meet project deadlines or cover for absent colleagues,1,5
875,I have to urgent study for the economics exam,2,4
954,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
894,I have to plan a family dinner,1,3
128,"I have to dedicate time to bond, crucial for emotional health and to strengthen our connection",2,4
797,"I have to by today meal prep for next week, it will be learn",0,4
660,"I have to required meal prep for next week, it will be difficult",0,4
673,"I need to reach out to the manager for urgent discussions, approvals, or to relay important information",1,1
372,I have to take the urgent LSAT exam,1,2
717,I plan to enjoy a leisurely walk in the park to clear my mind and get some fresh air,3,1
125,"I have to now charge my laptop, it will be slowly",0,2
345,I plan to have a session with my counselor to talk through any challenges and for personal growth,1,1
972,"I plan to experience the thrill of skydiving, an adventure I've always wanted to try",2,4
622,I have to take the easy MCAT exam,2,1
755,"I have to first charge my laptop, it will be exhausting",0,2
27,I have to do the laundry,2,1
722,I have to take the eventually biology exam,2,3
25,I have to vacuum the living room,1,1
411,"I have to dedicate time to bond, crucial for emotional health and to strengthen our connection",2,4
156,"I have to conduct regular training to teach new tricks and reinforce good behavior, a rewarding challenge",2,4
438,I have to take the soon MCAT exam,1,2
459,"I need to organize activities to enhance team cohesion and morale, important for maintaining a positive work environment",3,2
886,"I plan to attend a scheduled doctor's appointment for a regular health check-up, cannot be postponed",1,1
181,I have to take the hard art exam,1,3
355,I have to take the now SAT exam,0,2
846,I have to call a friend,1,1
921,"I plan to spend some quiet time getting lost in a good book, either fiction or non-fiction",3,2
328,I have to mow the lawn,1,1
769,I have to take the important LSAT exam,1,2
904,I have to plan a family dinner,1,2
691,"I have to trim nails carefully to prevent overgrowth and potential health issues, can wait until the weekend",3,1
979,I have to take the thorough social studies exam,1,3
976,I have to clean the house,1,1
694,"I need to reach out to the manager for urgent discussions, approvals, or to relay important information",1,1
342,I have to take the intensive history exam,1,3
976,"I have to by today charge my phone, it will be thorough",0,2
534,I plan to have a session with my counselor to talk through any challenges and for personal growth,1,1
72,"I plan to experience the thrill of skydiving, an adventure I've always wanted to try",2,4
923,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
266,"I plan to hold a family meeting to discuss plans, responsibilities, and any important updates",1,1
613,"I have to quickly go to a restaurant, it will be exhausting",2,2
809,"I have to now charge my phone, it will be tough",0,2
555,I plan to visit the dentist for a routine cleaning and to ensure dental health is maintained,1,1
364,I have to take the eventually liberal arts exam,2,2
51,"I plan to spend some quiet time getting lost in a good book, either fiction or non-fiction",3,2
557,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
178,"I plan to explore a new hobby or activity I've been curious about, like pottery or photography",2,3
60,"I have to conduct regular training to teach new tricks and reinforce good behavior, a rewarding challenge",2,4
970,"I have to conduct regular training to teach new tricks and reinforce good behavior, a rewarding challenge",2,4
562,I have to take the intensive LSAT exam,1,3
797,I need to conduct light cleaning tasks to maintain a pleasant and productive office space,3,1
308,"I have to eventually take care of my plants, it will be tough",3,5
526,"I have to dedicate time to bond, crucial for emotional health and to strengthen our connection",2,4
372,"I have to required garden my plants, it will be swiftly",1,2
756,"I plan to dedicate quality time to being with family, sharing meals, conversations, and activities",2,3
247,"I have to conduct regular training to teach new tricks and reinforce good behavior, a rewarding challenge",2,4
333,I need to submit a work order for necessary repairs or maintenance in the office environment,1,2
940,I plan to binge-watch the latest season of a highly recommended series,3,2
405,"I have to urgent vet visit for annual vaccination and check-up, must be done ASAP for pet's health",1,3
613,"I have to conduct regular training to teach new tricks and reinforce good behavior, a rewarding challenge",2,4
804,"I need to compile a comprehensive report on recent project developments, requiring several hours of focus",2,4
870,I have to vacuum the living room,1,1
817,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
178,"I have to lastly clean my room, it will be slowly",3,3
418,"I plan to dedicate time to learning something new, like a language or instrument, for personal development",2,4
28,I have to take the sometime this week physics exam,2,4
927,I have to take the by tomorrow electrical engineering exam,0,5
9,I have to take the intensive english exam,1,3
490,I have to mow the lawn,2,1
373,"I plan to go hiking to explore nature, get exercise, and enjoy some peaceful time outdoors",2,3
119,I have to take the sometime this week LSAT exam,2,2
994,I have to take the now civil engineering exam,0,4
175,I have to take the eventually history exam,2,2
13,"I plan to spend time meditating to clear my mind, reduce stress, and improve my mental well-being",2,1
255,I have to take the eventually physics exam,2,4
83,"I have to eventually charge my laptop, it will be lengthy",2,2
780,"I have to easy go shopping for electronics, it will be fastly",3,1
849,I have to write thank you notes,2,4
618,I have to do the laundry,2,1
288,I have to go grocery shopping,2,2
292,I have to do the laundry,2,1
95,"I plan to attend a scheduled doctor's appointment for a regular health check-up, cannot be postponed",1,1
556,I have to take the sometime this week physics exam,2,4
935,I have to do the laundry,2,1
435,I have to meal prep for the week,3,3
754,"I plan to go for a run to stay active and enjoy the outdoors, whether in the neighborhood or a local trail",3,2
839,"I have to primarily go shopping for electronics, it will be tough",2,3
